id,name,time,location,host,url
308555113,Money and the Law of Attraction Book Study,Every two weeks on Wed,NYC,Every two weeks on Wed • Oct 1 · 7:30 PM CDT,https://www.meetup.com/connecting-neuroscience-law-psychology-and-spirituality/events/308555113/
308594393,Inwood Jazz Festival,"Sun, Sep 21 · 12:00 PM EDT",NYC,"Sun, Sep 21 · 12:00 PM EDT",https://www.meetup.com/upstate-manhattan-meetup-group/events/308594393/
308603232,How To Create a Passive Income Online (Step By Step Workshop) -Limited Spot,Monthly,NYC,"Monthly • Wed, Oct 1 · 3:00 PM PDT",https://www.meetup.com/online-money-tribe-group/events/308603232/
308631821,🧠 NYC Philosophy & Psychology Readers Conference 2025 (#NYCPPRC2025),"Sat, Sep 27 · 10:00 AM EDT",NYC,"Sat, Sep 27 · 10:00 AM EDT",https://www.meetup.com/reading-philosophy/events/308631821/
308634207,Club Meeting - Virtual Component,Monthly,NYC,"Monthly • Tue, Sep 23 · 7:00 PM EDT",https://www.meetup.com/pmiwdc-01-toastmasters-club-mclean-va/events/308634207/
308642025,"TechConnect: Virtual Career & Networking Hub for Data, AI & Tech Pros",Monthly,NYC,"Monthly • Wed, Oct 1 · 4:00 PM EDT",https://www.meetup.com/dc_careerclub/events/308642025/
308647199,The Mirror Doesn’t Lie: A Self-Love Body Language Workshop,"Mon, Oct 6 · 7:30 PM EDT",NYC,"Mon, Oct 6 · 7:30 PM EDT",https://www.meetup.com/body-language-training-new-york/events/308647199/
308658412,Coworking / Dream Hour Session - on Thursdays for the next few weeks,Every Wed,NYC,Every Wed • Sep 25 · 7:00 PM EDT,https://www.meetup.com/goalgetting/events/308658412/
308674474,40-Minutes to a Cybersecurity Career: Expert Guidance & Insights,"Sat, Sep 20 · 9:00 PM EDT",NYC,"Sat, Sep 20 · 9:00 PM EDT",https://www.meetup.com/clarusway/events/308674474/
308739747,NYC Muslim Singles Matrimonial Event,"Sat, Oct 18 · 2:00 PM EDT",NYC,"Sat, Oct 18 · 2:00 PM EDT",https://www.meetup.com/new-york-muslims/events/308739747/
308787521,FREE: Dinner and Board Games at Zeppelin Hall 🌭🎲🍻,Every Fri,NYC,Every Fri • Sep 26 · 6:00 PM EDT,https://www.meetup.com/meetup-group-mlutqiwy/events/308787521/
308829630,"FirstFridayFair Monthly Job Fair –Connect with Recruiters, Explore Opportunities",Monthly,NYC,"Monthly • Fri, Oct 3 · 11:00 AM EDT",https://www.meetup.com/nyc_careerclub/events/308829630/
308927763,Practice Solving Data Structures and Algorithms Problems,"Thu, Sep 25 · 8:00 PM EDT",NYC,"Thu, Sep 25 · 8:00 PM EDT",https://www.meetup.com/new-york-software-school/events/308927763/
308979199,"NY's Biggest Professional Networking Mixer - Entrepreneur, Tech & Game-Changers","Mon, Oct 13 · 6:30 PM EDT",NYC,"Mon, Oct 13 · 6:30 PM EDT",https://www.meetup.com/meetup-group-grbqwgeh/events/308979199/
309092201,Blue Frog Toastmasters Meeting,"Tue, Sep 23 · 12:30 AM CDT",NYC,"Tue, Sep 23 · 12:30 AM CDT",https://www.meetup.com/blue-frog-toastmasters/events/309092201/
309171094,Tech & Business Networking NYC Manhattan,"Wed, Sep 24 · 6:00 PM EDT",NYC,"Wed, Sep 24 · 6:00 PM EDT",https://www.meetup.com/startup-valley/events/309171094/
309171612,Startup Pitch & Networking NYC Manhattan,"Wed, Sep 24 · 6:00 PM EDT",NYC,"Wed, Sep 24 · 6:00 PM EDT",https://www.meetup.com/startup-valley/events/309171612/
309224598,Sketch at the Museum of the City of NY!,"Sat, Sep 27 · 11:00 AM EDT",NYC,"Sat, Sep 27 · 11:00 AM EDT",https://www.meetup.com/sketching/events/309224598/
309280644,Comprehensivist Wednesdays: Metamodernism by Hunter Glenn!,Monthly,NYC,"Monthly • Wed, Sep 24 · 9:00 PM EDT",https://www.meetup.com/thinkingsociety/events/309280644/
309304482,55+ Dating - a Conversation,Every Tue,NYC,Every Tue • Sep 23 · 7:30 PM EDT,https://www.meetup.com/55-dating-its-a-conversation/events/309304482/
309327118,Breakup Support & Empowerment Circle,Every two weeks on Tue,NYC,Every two weeks on Tue • Sep 23 · 1:00 PM EDT,https://www.meetup.com/breakup-and-divorce-support/events/309327118/
309441581,uv by Priyanka - Grab a Byte PyLadies virtual lunch meetup,Monthly,NYC,"Monthly • Fri, Sep 26 · 12:00 PM EDT",https://www.meetup.com/pyladies-boston/events/309441581/
309926014,Smart Love After Heartbreak: How to Heal Without Getting Hardened,"Sat, Sep 27 · 1:30 PM EDT",NYC,"Sat, Sep 27 · 1:30 PM EDT",https://www.meetup.com/theacemethod/events/309926014/
309926427,Boardgames at Clinton Hall in Midtown East! New players welcome!,Every two weeks on Wed,NYC,Every two weeks on Wed • Sep 24 · 7:00 PM EDT,https://www.meetup.com/boardgame-icebreakers/events/309926427/
309961657,"FTI: God, Gödel, and the Gaps: Can Limits of Logic Suggest Something Greater?","Tue, Sep 23 · 6:45 PM EDT",NYC,"Tue, Sep 23 · 6:45 PM EDT",https://www.meetup.com/the-toronto-philosophy-meetup/events/309961657/
310016503,Kant's Critique of Pure Reason,"Sat, Sep 27 · 11:30 AM EDT",NYC,"Sat, Sep 27 · 11:30 AM EDT",https://www.meetup.com/reading-philosophy/events/310016503/
310027611,Philosophy Discussion (In Person & Online),Monthly,NYC,"Monthly • Sat, Sep 27 · 5:30 PM EDT",https://www.meetup.com/meetup-group-jyzvjleb/events/310027611/
310044809,Chat and Chill,Every Sat,NYC,Every Sat • Sep 20 · 10:00 PM EDT,https://www.meetup.com/global-friendship-community/events/310044809/
310051498,Central Park beginner Runners,Every Sun,NYC,Every Sun • Sep 21 · 10:00 AM EDT,https://www.meetup.com/central-park-beginner-runners/events/310051498/
310053515,"Museum of Fine Arts, Boston: Impressionism Highlights - Art History Livestream","Fri, Oct 3 · 8:00 PM EDT",NYC,"Fri, Oct 3 · 8:00 PM EDT",https://www.meetup.com/dchistoryandculture/events/310053515/
310095817,"High Line & Hudson Yards Date Walk (20s, 30s, 40s Singles Stroll)","Sat, Sep 20 · 6:30 PM EDT",NYC,"Sat, Sep 20 · 6:30 PM EDT",https://www.meetup.com/nyc-social/events/310095817/
310095934,"Toastmasters meeting at Minneapolis Central Library or online, your choice",Monthly,NYC,"Monthly • Tue, Oct 7 · 6:00 PM CDT",https://www.meetup.com/gopher-toastmasters-club-183/events/310095934/
310097956,"Central Park Singles Stroll (AKA Date Walk) 20s, 30s, 40s","Sat, Sep 27 · 6:00 PM EDT",NYC,"Sat, Sep 27 · 6:00 PM EDT",https://www.meetup.com/nyc-social/events/310097956/
310103545,NonProfitConnect: Global Virtual Networking & Career Fair for ImpactProfessional,Monthly,NYC,"Monthly • Tue, Sep 23 · 4:00 PM EDT",https://www.meetup.com/dc_careerclub/events/310103545/
310106306,FlexConnect: Global Virtual Networking & Job Fair for Remote and Flexible Work,Monthly,NYC,"Monthly • Wed, Oct 8 · 4:00 PM EDT",https://www.meetup.com/nyc_careerclub/events/310106306/
310110395,Sunday Pep Talk: An Emotional Reset & Intention Setting,Every two weeks on Sun,NYC,Every two weeks on Sun • Sep 28 · 1:00 PM EDT,https://www.meetup.com/breakup-and-divorce-support/events/310110395/
310113421,Bookclub- Lorne the man who invented Saturday night live by susan morrison,"Tue, Oct 7 · 6:15 PM EDT",NYC,"Tue, Oct 7 · 6:15 PM EDT",https://www.meetup.com/bookclub-626/events/310113421/
310118138,NYC Ages 21-40s Board Game Event,Every two weeks on Tue,NYC,Every two weeks on Tue • Sep 30 · 6:00 PM EDT,https://www.meetup.com/nycboardgames/events/310118138/
310119266,"Professional Referral and Networking Group - Waltham, MA",Every Wed,NYC,Every Wed • Sep 24 · 8:20 AM EDT,https://www.meetup.com/prang-professional-referral-and-networking-group/events/310119266/
310124331,The Business Networking Midday Power Hour by Simply Referrals on Zoom!!,"Every Tue, Thu",NYC,"Every Tue, Thu • Sep 25 · 12:00 PM EDT",https://www.meetup.com/west-orange-simply-referrals-business-networking/events/310124331/
310124397,"Oct 09-10: 10th GLOBAL LESS CONFERENCE - 2025 (AMSTERDAM, NL)","Thu, Oct 9 · 8:00 AM EDT",NYC,"Thu, Oct 9 · 8:00 AM EDT",https://www.meetup.com/large-scale-scrum-less-in-nyc/events/310124397/
310128103,WordPress & Networking: Connecting with Other Businesses,"Tue, Sep 23 · 12:00 PM EDT",NYC,"Tue, Sep 23 · 12:00 PM EDT",https://www.meetup.com/the-baltimore-wordpress-group/events/310128103/
310132599,Maryland Blockchain Association & CryptoMondays Virtual Meetup,Monthly,NYC,"Monthly • Mon, Oct 6 · 7:00 PM EDT",https://www.meetup.com/www-marylandblockchainassociation-org/events/310132599/
310132984,NEPA Chapter Meeting (online),Monthly,NYC,"Monthly • Tue, Oct 7 · 7:00 PM EDT",https://www.meetup.com/neparealestateclub/events/310132984/
310149769,New England Angel VC Pitching,"Wed, Oct 8 · 6:00 PM EDT",NYC,"Wed, Oct 8 · 6:00 PM EDT",https://www.meetup.com/startupalooza/events/310149769/
310168973,Lost Worlds of South America 8 The Nazca Lines and Underground Channels,Every Wed,NYC,Every Wed • Sep 24 · 7:00 PM CDT,https://www.meetup.com/philosophy-austin/events/310168973/
310173315,Computational Bio Working Group - Cancers and Rare Disease - Virtual,Every Sun,NYC,Every Sun • Sep 21 · 7:30 PM EDT,https://www.meetup.com/petri-dish-bio/events/310173315/
310178251,The Whole You: Learning to Navigate Your Inner Parts & Voices,"Thu, Sep 25 · 7:00 PM EDT",NYC,"Thu, Sep 25 · 7:00 PM EDT",https://www.meetup.com/buildonyourstrengths/events/310178251/
310189009,The Knowledge Argument: Did Mary Learn Something New?,"Mon, Sep 22 · 7:00 PM EDT",NYC,"Mon, Sep 22 · 7:00 PM EDT",https://www.meetup.com/the-thinkers-club/events/310189009/
310193158,Beers & Data,Monthly,NYC,"Monthly • Tue, Oct 7 · 6:00 PM EDT",https://www.meetup.com/advertising-marketing-analysts/events/310193158/
310193535,WGXC Tech Book Club,Every two weeks on Tue,NYC,Every two weeks on Tue • Sep 23 · 6:00 PM EDT,https://www.meetup.com/women-and-gender-expansive-coders-dc-wgxc-dc/events/310193535/
310218086,💰 Grow your business Networking Event,Every Mon,NYC,Every Mon • Sep 22 · 12:00 PM EDT,https://www.meetup.com/maryland-dc-promote-your-business-meetup-group/events/310218086/
310218212,💰 Grow your business Networking Event,Every Mon,NYC,Every Mon • Sep 22 · 7:00 PM EDT,https://www.meetup.com/nova-network-marketing-meetup-group/events/310218212/
310227372,Buying Your First Property For Less Than $50K: Webinar,Every Tue,NYC,Every Tue • Sep 23 · 10:00 AM EDT,https://www.meetup.com/new-york-investing-strategies-meetup-group/events/310227372/
310258278,Business Advisory Networking Zoom,Every Wed,NYC,Every Wed • Sep 24 · 8:00 AM EDT,https://www.meetup.com/bang-hattrick/events/310258278/
310280940,Daytime Book Club - Button Man,"Tue, Sep 30 · 2:00 PM EDT",NYC,"Tue, Sep 30 · 2:00 PM EDT",https://www.meetup.com/manhattan-womens-social/events/310280940/
310281005,Are You Dating Patterns or Possibilities?,"Tue, Sep 23 · 7:30 PM EDT",NYC,"Tue, Sep 23 · 7:30 PM EDT",https://www.meetup.com/soulmated/events/310281005/
310281720,ISSA-DC: September Event,"Tue, Sep 30 · 6:30 PM EDT",NYC,"Tue, Sep 30 · 6:30 PM EDT",https://www.meetup.com/issa-national-capital/events/310281720/
310289611,"AnalyticsCLUB JobExpo Virtual Business, Data & Technology Job Expo",Monthly,NYC,"Monthly • Fri, Oct 3 · 11:00 AM EDT",https://www.meetup.com/openanalyticsdc/events/310289611/
310292165,Zoom (from your home) Book Club - Button Man,"Thu, Sep 25 · 7:30 PM EDT",NYC,"Thu, Sep 25 · 7:30 PM EDT",https://www.meetup.com/manhattan-womens-social/events/310292165/
310293970,Dataism & the Invisible Hand: How Data & Algorithms Shape Society and Ourselves,"Sat, Sep 27 · 5:00 PM EDT",NYC,"Sat, Sep 27 · 5:00 PM EDT",https://www.meetup.com/reading-philosophy/events/310293970/
310296950,Exclusive Singles Social Mixer (Comp Drink for Ladies),"Fri, Sep 26 · 6:30 PM EDT",NYC,"Fri, Sep 26 · 6:30 PM EDT",https://www.meetup.com/nyc-social/events/310296950/
310297801,"Fintech Mixer: Innovators, Builders & Game Changers","Thu, Oct 9 · 6:00 PM EDT",NYC,"Thu, Oct 9 · 6:00 PM EDT",https://www.meetup.com/ny-finance-meetup-group/events/310297801/
310299062,XR Motion Meetup!,Monthly,NYC,"Monthly • Thu, Sep 25 · 8:00 PM EDT",https://www.meetup.com/xr-motion-meetup/events/310299062/
310303248,CHICAGO STEPPIN' LESSONS- HARLEM TUESDAYS,Every Tue,NYC,Every Tue • Sep 23 · 6:30 PM EDT,https://www.meetup.com/steppers-16/events/310303248/
310309530,Bushwick 30+ Meetup - September,"Wed, Sep 24 · 6:00 PM EDT",NYC,"Wed, Sep 24 · 6:00 PM EDT",https://www.meetup.com/bushwick-30-meetup/events/310309530/
310310274,IT Stories: from analytics consulting to a microservices IoT platform.. and back,"Wed, Sep 24 · 1:00 PM EDT",NYC,"Wed, Sep 24 · 1:00 PM EDT",https://www.meetup.com/building-great-technologies/events/310310274/
310312332,Book Discussion: We Are Your Soldiers: How Gamal Nasser Remade the Arab World,"Mon, Oct 6 · 8:00 PM EDT",NYC,"Mon, Oct 6 · 8:00 PM EDT",https://www.meetup.com/history-foreign-affairs-roundtable-discussion-book-club/events/310312332/
310325892,Online Business Networking,Every Thu,NYC,Every Thu • Sep 25 · 12:00 PM EDT,https://www.meetup.com/gta-business-referral-networking-meetup/events/310325892/
310328528,30'S & 40'S PROFESSIONALS SPEED DATING!,"Fri, Sep 26 · 6:00 PM EDT",NYC,"Fri, Sep 26 · 6:00 PM EDT",https://www.meetup.com/exquisite-palates-wine-and-spirit-tasting-social-group/events/310328528/
310330602,New York Traders Happy Hour,"Thu, Sep 25 · 6:00 PM EDT",NYC,"Thu, Sep 25 · 6:00 PM EDT",https://www.meetup.com/new-york-traders/events/310330602/
310342488,Learn Excel - For Beginners,"Sun, Sep 21 · 3:30 PM EDT",NYC,"Sun, Sep 21 · 3:30 PM EDT",https://www.meetup.com/solo-so-not-solo/events/310342488/
310342670,Get Coached Through Your Breakup,Every two weeks on Thu,NYC,Every two weeks on Thu • Oct 2 · 1:00 PM EDT,https://www.meetup.com/breakup-and-divorce-support/events/310342670/
310369672,American Accent Training (FREE),Every Fri,NYC,Every Fri • Sep 26 · 11:00 PM EDT,https://www.meetup.com/englishdaily/events/310369672/
310371280,How to Read Philosophy (Workshop),"Sat, Sep 27 · 1:00 PM EDT",NYC,"Sat, Sep 27 · 1:00 PM EDT",https://www.meetup.com/reading-philosophy/events/310371280/
310373616,Aristotle's On Interpretation - Live-Reading--European Style,Every Tue,NYC,Every Tue • Sep 23 · 2:30 PM EDT,https://www.meetup.com/philadelphia-philosophy-meetup/events/310373616/
310390479,SOHO!,"Thu, Sep 25 · 5:30 PM EDT",NYC,"Thu, Sep 25 · 5:30 PM EDT",https://www.meetup.com/smokes/events/310390479/
310391534,Job Support and Accountability Group,"Mon, Sep 22 · 11:00 AM EDT",NYC,"Mon, Sep 22 · 11:00 AM EDT",https://www.meetup.com/career-confidence/events/310391534/
310392422,DECADENCE / 80’S EXTRAVAGANZA / SHAWN’S CRAZY SALOON /N. Arlington,"Sat, Sep 27 · 7:00 PM EDT",NYC,"Sat, Sep 27 · 7:00 PM EDT",https://www.meetup.com/mingle-around-singles-40s-50s-60s-events-adventures/events/310392422/
310393604,Dev Community Android Meetup NYC & DC,"Thu, Oct 16 · 5:00 PM EDT",NYC,"Thu, Oct 16 · 5:00 PM EDT",https://www.meetup.com/new-york-android-engineers/events/310393604/
310393984,"The Bushwick Experience: The History, the Street Art + Open Studios!","Sat, Sep 27 · 11:00 AM EDT",NYC,"Sat, Sep 27 · 11:00 AM EDT",https://www.meetup.com/exploring-nyc-history-and-neighborhoods/events/310393984/
310394073,Applied AI Ethics MonthlyMixer - Where Innovation Meets Responsibility,Monthly,NYC,"Monthly • Wed, Oct 8 · 5:00 PM EDT",https://www.meetup.com/dc_careerclub/events/310394073/
310394263,Interview Essentials: Clear. Confident. Prepared.,"Tue, Sep 30 · 12:00 PM EDT",NYC,"Tue, Sep 30 · 12:00 PM EDT",https://www.meetup.com/yes-jump-start-your-job-search/events/310394263/
310395812,Where the Jobs Are Hiding: Uncovering the Reality of the Hidden Job Market,"Thu, Oct 2 · 12:00 PM EDT",NYC,"Thu, Oct 2 · 12:00 PM EDT",https://www.meetup.com/yes-jump-start-your-job-search/events/310395812/
310417013,Women's English Conversation (Now multiple times a week!),"Every Tue, Fri",NYC,"Every Tue, Fri • Sep 30 · 8:00 AM EDT",https://www.meetup.com/englishdaily/events/310417013/
310424263,"Jersey City Waterfront Walk: Tech, Product & Founders Without Borders","Sat, Sep 27 · 10:00 AM EDT",NYC,"Sat, Sep 27 · 10:00 AM EDT",https://www.meetup.com/meetup-group-mgqrannz/events/310424263/
310428329,The 4 endings of a retrospective,"Wed, Sep 24 · 1:00 PM EDT",NYC,"Wed, Sep 24 · 1:00 PM EDT",https://www.meetup.com/agile-brigade/events/310428329/
310428639,Talk of the Town Toastmasters Waterloo Region,Every Thu,NYC,Every Thu • Sep 25 · 12:00 PM EDT,https://www.meetup.com/talk-of-the-town-waterloo-region/events/310428639/
310434379,Beating the Applicant Tracking System Black Hole,"Sun, Sep 21 · 3:00 PM EDT",NYC,"Sun, Sep 21 · 3:00 PM EDT",https://www.meetup.com/philadelphia-area-great-careers-group/events/310434379/
